text,annotator1,label
không coi thì chịu vào hang giùm tao cái thò đầu ra cắn rồi lại chui vào để làm gì vậy không thấy người khác chửi mà tự nhục bản thân hả anti,1,1
đỉnh cao,0,0
đéo bỏ 1 đồng cứ chê thôi mõm là giỏi,1,1
sân khấu đỉnh,0,0
lần đầu trên trường quốc tế nha,0,0
clm thằng bình luận viên,1,1
cố nên các con trai ngoan của ta,0,0
cái lồn má thằng bình luận viên,1,1
vãi game 1 bị nó bắn vô mồm mà vẫn nhả cho chơi kìa,1,1
vl nhìn giống cống ngầm vậy,1,1
chắc suất vô luôn ấy,0,0
Có đánh mới cảm xúc,0,0
Cho hỏi có được đánh không,0,0
mai đánh với nha,0,0
sân khấu đẹp vậy,0,0
không đánh hả mọi người,0,0
đồ hoạ độc lạ quá,0,0
lại chê,0,0
tao không chê sân khấu nhưng giao diện trông như của thập niên dạo này như hạch,0,0
chúng mày là nhất bố mày xin thua ok chưa,0,0
đấm nhau rồi,0,0
vãi lồn nhìn giống cống ngầm vậy,1,1
ngu như bò,1,1
thằng này bình luận ngu vcl đéo hiểu sao cho nó bình luận,1,1 
mũ tử thần thì cũng chịu rồi,1,0
rén rồi,0,0
Sức mạnh tình bạn chỉ có trong thôi,0,0
không sao đi du lịch cũng được còn được bắn ít tiền dùng,0,0
có 1 suất thôi hả anh em,0,0
thằng này bình luận ngu vãi cả lồn đéo hiểu sao cho nó bình luận,1,1
mũ tử thần thì cũng chịu rồi,1,0
Đần vcl,1,1
Đần vãi cả lồn,1,1
phế điên,1,1
má cái áo kìa,0,1
clm tài trợ nhiều thế,1,1
cái lồn má tài trợ nhiều thế,1,1
mạng như cặc,1,1
nãy giờ thua rồi,0,0
nhiều nhà tài trợ thế,0,0
1 trận cút luôn,0,0
nhận được bao nhiêu tiền vậy,0,0
má sp như lồn,1,1
má sp như lồn,1,1
Địt mẹ chúng mày bán độ lộ lắm mấy con chó này,1,1
râu nhí ngu,1,1
nhìn cái áo tài trợ kìa,0,0
Vcl nhà tài trợ,1,1
xem nhà tài trợ trên áo kìa,0,0
Huấn luyện viên chất vậy,0,0
Vãi cả lồn nhà tài trợ,1,1
con mẹ thằng này,1,1
huấn luyện viên văn phòng,0,0
Ván 1 hủy diệt ván 2 nhả tý ban đầu sau đó lật kèo giữ khán giả hết kịch bản,0,0
Hề 2 bị gạt từ đầu thì đúng là,0,0
đá gáy ác,0,0
mấy giờ đánh vậy anh em,0,0
đấm vỡ mồm nào,0,0
thì vui nhỉ,0,0
cuối cùng vẫn quay về lại,0,0
giải lớn cho ông out được không,0,0
chiến quá,0,0
huấn luyện viên nhìn chất ác,0,0
cha nội ngọng bình luận chả hiểu gì,0,0
nó đần lắm đừng có theo,1,1
đánh chán thế,0,0
thằng kia sủa lắm thế,0,1
nụ cười đã tắt,0,0
bình luận thì như cc mà tranh hết của,0,0
ngọng vl,1,1
vấp cỏ hoài vậy,0,0
ngọng vãi lồn,1,1
lồn đần nó lẹo lưỡi à,1,1
lồn đần nó lẹo lưỡi à,1,1
tấu hài vãi nồi,1,1
im đi bình luận như cl,1,1
blv lưỡi ngắn,0,1
ngậm mồm vào,0,1
học làm gì hả,0,0
im đi bình luận như cái lồn,1,1
đánh cc gì vậy,1,1
Sao mid,0,0
bình luận khá vấp,0,0
gáy xong phế nhất team,0,0
gáy với hề 2 là dở rồi,0,0
đánh con cặc gì vậy,1,1
ngu lồn,1,1
thằng ad bán độ à anh em,0,0
gáy bẩn,0,0
ngu lồn,1,1
xem giải trí vãi,1,0
xem giải trí vãi đái,1,1
Con cá sấu phế cứ gáy,1,1
gáy gáy vậy mới vui mấy ông ạ,0,0
cá sấu này mắc cạn chắc luôn,0,0
Con cá sấu phế vãi lồn phế cứ gáy,1,1
game giải trí đúng nghĩa,0,0
Ad bay ác,1,0
AD mù mắt à,0,1
thi đấu như vậy mới vui,0,0
con cặc,1,1
Ngồi với lũ nhóc hài vãi lồn,1,1
Ngồi với lũ nhóc hài vãi lồn,1,1
thua nhiều quá lấy cc lợi thế mà đòi đẩy lẻ,1,1
thua nhiều quá lấy con cặc lợi thế mà đòi đẩy lẻ,1,1
chiến thuật này sao phá,1,0
chừng nào đánh vậy anh em,0,0
vl mấy ông này,1,1
vãi lồn mấy ông này,1,1
Ngu Đần Vấp Ngọng Líu Lưỡi,1,1
đúng là mới sinh ra mà,0,0
dm đến tận không tiến bộ chả chửi trách đéo gì nữa,1,1
phải đăng ký kênh để vào bảo thằng bình viên im mồm vào,0,1
đù má đến tận không tiến bộ chả chửi trách đéo gì nữa,1,1
cay vc luôn,1,1
xịn phết,0,0
gáy nữa đi,0,0
sân khấu ở đâu vậy,0,0
cay vãi cặc luôn,1,1
out trình vcl,1,1
gg,0,0
Vấp,0,0
gặp tao thì tao cũng cay,0,0
Không cười,0,0
vấp cỏ,0,0
out trình vãi cả lồn,1,1
đánh vầy nó vả sml,1,1
Giống kết cục của,0,0
top vừa out vừa bị,0,0
đánh vầy nó vả sấp mặt lồn,1,1
Địt mẹ bọn mày,1,1
mong bình luận thêm cho tụi anti nghe chơi,0,0
thất vọng không thấy áo trắng nữa,0,0
thua xa cái sân khấu nhé,0,0
lũ súc vật đánh thì ngu đòi đi à,1,1
thua nhanh vậy,0,0
ngu vẫn cay,1,1
mai nha anh em,0,0
tối mai,0,0
thiết kế kiểu này là đẹp rồi,0,0
Còn không anh em,0,0
ăn cứt trong hang đi,1,1
tuổi lồn,0,1
đánh chung kết với,0,0
kiếp sau đánh,0,0
Liệu có thể ăn được với không ta,0,0
mai nha anh em,0,0
đánh vòng bảng luôn rồi,0,0
vả hết mấy thằng tự nhục,1,1
ăn mặc chán vãi lều,1,1
bỏ qua nhanh để xem đánh,0,0
hỏi ngu vcl,1,1
hỏi nqu vãi cả lồn,1,1
nói cc gì vậy,1,1
2 ông kìa thì chịu,0,0
hỏi nhảm,0,0
Hỏi như không hỏi,0,0
nói con cặc gì vậy,1,1
đọc bảng xếp hạng còn không xong thề chán vãi nhái,1,1
nói như nói,0,0
hỏi gì khó hơn đi,0,0
team xiếc hạng 7 à,0,0
đần chuẩn bị đái,0,1
bộ 3 huỷ diệt,1,0
bình luận viên chán òm,0,0
bú đá nay lại không làm anh em thất vọng với những câu hỏi hỏi cũng như không,1,0
Cho cái đội thua từ đầu đến cuối vào đánh giảm hết cả chất lượng,0,0
Mang đến với chúng tôi,0,0
tới chơi,0,0
xem chán ỉa,0,1
vui vl,1,1
thắng nhưng khóc,0,0
mang đến đây,0,0
đánh thua mấy thằng nhỏ là có thật,0,0
THẮNG làm VUA THUA nghe SỦA,0,1
vui vãi lồn,1,1
trận 1 chọn xem chán vc đánh từ đầu có phải ngon không,1,1
3 gà thở oxy,0,1
vô địch rồi,0,0
có nữa trùm luôn,0,0
trận 1 chọn xem chán vãi cặc đánh từ đầu có phải ngon không,1,1
out trình vc,1,1
tối nay nằm ngủ mơ thấy của,0,0
tưởng thê nào,0,0
Thua game tại thằng chứ ai,0,0
về là đẹp,0,0
ước gì được chọn đi kìa,0,0
trận đấu hay tao fan trung lập nên thưởng thức trọn vẹn cặp đấu này,0,0
ước gì được chọn,0,0
tụi đâu sao không gáy nữa,0,0
cố thua game này để được chọn mà không biết dám chọn không,0,0
giống fan cỏ quá haha,0,0
MẤY CON GÀ ĐÂU RỒI,0,1
nhanh con kịp,0,0
game 1 cứ anh em all vào,0,0
không có thì không xem,0,0
ra bố gặp,0,0
con bắt đầu lờ đờ đi ra khỏi hang tìm đường cứu,0,0
mấy đứa bảo fan chẳng qua là anti fan của thôi mấy con gà,0,1
Bố đây con,0,0
alo cho hỏi sao hôm nay đánh trễ vậy,0,0
thà cho được đi đánh còn thú vị hơn để thằng già hết thời làm cầm mỏ neo đi bộ vuốt râu nhìn bẩn mắt thật,0,0
bị đá hả anh em,0,0
cho hỏi chừng nào mới đánh vậy,0,0
Không có không coi,0,0
Toàn các bố của fan đây rồi,0,0
Vẫn như mọi khi mà trễ gì,0,0
đần bị sút,0,1
mới đánh mà,0,0
nhạc tẩm đá,0,0
gà quá không có triển vọng nên out,0,1
nhạc đoạn này là gì vậy anh em,0,0
out trình vãi cặc,1,1
nhạc năm nay nghe củ chuối vc,1,1
Mất như mất sức mạnh,0,0
Tin hot chuyển nhượng,0,0
nỏ tử thủ sao còn là thần thoại nhỉ,0,0
hiện nguyên hình à,0,0
gặp ông nội,0,0
Bọn tàu có vẻ quyết tâm lắm,0,0
nhà chính chưa nổ chưa dừng farm lính đâu,0,0
nhạc năm nay nghe củ chuối vãi cặc,1,1
Mới ván 1 mấy cha um sùm vkl,1,1
nhịp thở,0,0
thằng nay biết chơi game rồi,0,0
đánh méo có áp lực luôn,0,1
tỉ số thế nào rồi,0,0
thua tụt quần vậy là chênh có,0,0
Người duy nhất cứu được là,0,0
nay gặp bố rồi,0,0
cháu nội đánh với cháu ngoại,0,0
thua rồi,0,0
không có cung phong linh để tự vấp rồi,0,0
giao tranh ngon,0,0
lát thằng vấp cỏ này,0,0
Mới ván 1 mấy cha um sùm vãi cả lồn,1,1
sp ăn 2 mạng phí vãi cặc,1,1
top lắc bụng sp lắc đít là vô thế liền,0,0
không phải,0,0
gặp ô nội chứ không phải bố nữa,0,0
giờ chỉ có ad của nhập vào mới win combat,0,0
toàn huấn luyện viên,0,0
chờ vấp cỏ thôi,0,0
dịch chuyển vãi lồn,1,1
năm nay hay,0,0
ngu vào xem ăn hành,1,1
thanh tẩy lấy kìa hỏi gì,0,0
khóa cái kênh chat được rồi đó,0,0
Bình luận vô nghĩa quá nói 1 mớ xong làm sao thì không biết,0,0
khi nào đánh,0,0
dịch chuyển vãi lồn,1,1
nói cái lồn gì thế,1,1
cay,0,0
nói cái lồn gì thế,1,1
đần,1,1
ghê vậy,0,0
đần đánh con tù thua 3 game liên tục,0,1
lắm thế không biết chơi sách phép à,0,0
làm cc gì vậy,1,1
làm con cặc gì vậy,1,1
học dốt không lên sách,1,1
không còn tâm trạng con chuối luôn,0,0
pick đội hình y chang mà đánh thì như cái lồn,0,1
hàn tự sục không cho khu vực khác tham gia rank hàn giờ thua luôn thì hay biết mấy,0,0
2 khu vực khác nhau thì không có vụ bán đâu,0,0
đần trong vai và kiếp nạn của ngu,0,1
mở rộng,0,0
Tao có khiên,0,0
lạ quá,0,0
Bắn ác vậy,0,0
bắn đau vãi,1,0
chiến ác,0,0
bắn ác đây,0,0
kéo,0,0
Tụi còn đéo thèm cấm đấy chứ,0,1
vkl kéo,1,1
anh bạn à,0,0
vãi cả lồn kéo,1,1
chán vc,1,1
chán vãi cặc,1,1
sp nó làm cái gì vậy,1,1
bị cấm sao nó sử dụng vậy,0,0
nhìn đần ác,1,1
gáy to vl,1,1
chắc còn,0,0
đừng nhắc của tao,0,0
sao nay lại nói tiếng trung thế mọi người,0,0
xíu về đánh giao lưu thì gặt hết,0,0
đánh xúc phạm người hâm mộ quá,0,0
thì truyền thống ra quốc tế lót đường mà,0,0
gáy to vãi lồn,1,1
khéo vô địch thì đội nào chung nhánh đều vô địch bùa lợi mạnh vkl,1,1
khéo vô địch thì đội nào chung nhánh đều vô địch bùa lợi mạnh vãi cả lồn,1,1
tao bảo rồi thua 30 thì nhục vcl,1,1
hay quá,0,0
tao bảo rồi thua 30 thi nhục vãi cả lồn,1,1
Sao béo vậy nhỉ ăn nhiều vc,1,1
gáy to quá con nghe ngứa tai,0,0
hiến tế bé đậu rồi nhận lại được gì,0,0
Sao béo vậy nhỉ ăn nhiều vãi cặc,1,1
hay vc,1,1
hay vãi cặc,1,1
mày điên à,1,1
mày có mắt không bị khùng hay gì,1,1
khùng hết sức tưởng tượng,1,1
vừa ngu vừa óc,1,1
team siêu óc,1,1
toàn lũ điên khùng gáy là giỏi,1,1
não lồn vãi cặc,1,1
lũ súc vật này đánh kiểu gì thế,1,1
không đánh thì cút,1,1
ngáo lồn hả tụi óc,1,1
điên hả,1,1
thằng khùng tự dưng cắn bậy,1,1
nó bị ngu ấy mà,1,1
đéo biết ăn rồng hả,1,1
lao vào mà đánh sợ chết hả thằng ngu,1,1
ad team tao bị điên nha,1,1
